Hash function: SHA1
Alphabet:abcdefghijklmnopqrstuvwxyz0123456789,;:$.
Alphabet length:41
55898084 33213888
5957159 33213888
61666028 33213888
81037074 33218310
39850520 33218310
78319255 33218310
16268066 33227305
101598349 33227305
29996237 33227305
77216957 33235775
21584597 33241943
13208500 33241943
69199844 33251216
29281443 33275600
109190513 33275600
94473842 33275600
9409407 33275600
53795296 33292777
102054452 33292777
8857542 33298912
61305942 33301313
111160974 33304965
20000892 33315498
72268167 33315498
15271819 33315498
48463922 33347369
7524344 33362855
9196888 33380791
40293345 33395658
76266097 33395658
111686106 33401217
84302280 33408896
4685021 33415841
106250788 33415841
10733147 33415841
82001833 33427833
70948521 33427833
53614777 33427833
84712816 33427833
49168640 33427833
114793967 33441845
92468366 33462639
32884659 33462639
115572259 33462639
87939502 33496368
114435463 33496368
65510658 33496368
43493415 33496368
65984994 33498360
88140909 33498360
97418796 33498360
90077741 33498360
21323086 33498360
3256190 33502535
4140933 33505794
89816513 33509800
83982287 33532458
38019421 33542275
95236286 33542275
74907281 33542275
36687525 33563657
1840512 33564607
26365236 33571560
109861193 33574944
73232063 33574944
12597374 33574944
111276837 33576796
31429026 33576796
67995593 33617555
58875847 33625397
67716876 33625397
56272799 33628636
88252550 33628636
113441124 33628636
83696908 33628636
109732179 33628636
73355897 33631099
97984001 33632612
21503359 33648770
91072325 33648770
82647318 33648770
12314925 33649611
93226368 33653508
99791115 33653508
74936242 33663420
96363854 33663420
19649293 33663441
7637131 33686685
77206085 33686685
106766272 33686685
107005337 33687138
104479796 33707830
31003088 33726684
50311524 33726684
60525612 33739504
5491994 33786629
73722754 33800041
61207626 33808742
3453096 33808742
112083324 33814716
67229482 33839454
88246154 33889432
96933683 33893700
105553079 33893700
106817585 33893700
54167919 33901401
70414899 33929738
107643992 33929738
65249748 33943338
98574148 33946098
1987089 33954291
51575791 33969698
94756732 33969698
5042012 33975459
7508310 33975459
48298101 34002352
109803523 34002352
34468525 34002352
18488915 34002352
83990141 34006339
51365965 34018140
30423651 34018934
395162 34018934
77060036 34029671
51825058 34029671
53877536 34029671
81638530 34029671
112939696 34030228
53020545 34030228
101012637 34052949
27278904 34052949
47705898 34052949
112858759 34053957
15675386 34053957
1119977 34053957
8299504 34071963
84603013 34103497
95192098 34103497
91073868 34104393
14077346 34104393
6782891 34104393
60168299 34116212
101831786 34154437
28467940 34154437
112090467 34163841
91491207 34164001
112315564 34164001
59274864 34166814
31341704 34171142
73002985 34171142
67454285 34180669
31302506 34205276
60255437 34212572
106432914 34212572
12313848 34214431
106754924 34228135
90682371 34243540
56546870 34243540
64038870 34243540
38299337 34243540
5607043 34257146
39526719 34257146
13450416 34259488
38242782 34276437
7406721 34301647
53897905 34307768
20731331 34307768
98442403 34307768
36043636 34316885
83295829 34328752
97017977 34343159
67614470 34345539
111333160 34361748
31302277 34361748
20335992 34371919
45111573 34381154
76278153 34386887
92750351 34386887
35273712 34399695
105316021 34399695
71453456 34406322
18744038 34411226
36212421 34411226
71217432 34411226
92320134 34414090
71189160 34430060
40424735 34430060
9045487 34430060
3142261 34430060
113309852 34435893
45875900 34435893
107382973 34435893
26146106 34443931
95429761 34443931
70904898 34443931
81245306 34455535
68588364 34455535
100840722 34455535
101769602 34482990
94392565 34482990
101975483 34482990
109899034 34486467
109999129 34486467
25984680 34497785
102591561 34499353
85353852 34499894
115160607 34510775
55939889 34510775
68234832 34510775
70683436 34545921
8223944 34545921
53248225 34545921
38236880 34552322
38263582 34555689
55649401 34555689
94462426 34558280
47506552 34565600
16725690 34565600
78240065 34577176
32990019 34577176
30777402 34584450
72996410 34586552
10617547 34586552
113551882 34603330
74881325 34603330
8486643 34613842
45350752 34613842
23514989 34613842
107772072 34613842
111213209 34613842
83817326 34614793
85924636 34618032
101648618 34618032
42405163 34618032
56263654 34627974
70395035 34629168
63226500 34629168
4228333 34629168
59090369 34629168
60451010 34629168
88572372 34645955
62187374 34651089
97175232 34695179
18601177 34695179
67558035 34695709
71852585 34698149
1987979 34698160
5718894 34706785
53406948 34706785
88435193 34706785
83553507 34706785
23209613 34706785
101033773 34719604
56698340 34719604
21037659 34719604
111998066 34721274
13665830 34721274
70270247 34721274
66246226 34738319
102088422 34738319
46865110 34753410
28334611 34789175
50291063 34796076
61108191 34808188
86371139 34808188
65259591 34819559
53706589 34821100
111886021 34821100
64208967 34821100
15596136 34821100
33148906 34827519
45883003 34845915
17035223 34854336
96742877 34854336
12770253 34865904
15155877 34879816
3320797 34879816
14976093 34879816
33555160 34893081
50357695 34893081
18302465 34904473
76842719 34905069
41627969 34912461
89455951 34939079
10860399 34939079
101546608 34956452
45231554 34956452
27626489 34984684
106298639 34998172
69296614 34998172
69789742 34998172
29319312 34998172
50587334 35023100
55876820 35025847
37840361 35038328
1476853 35047505
68000866 35047505
77881715 35047505
103379691 35047505
61377629 35047505
30888432 35056056
107720421 35056056
72748555 35061827
17933797 35061827
108750203 35066411
9329070 35069118
38395572 35076301
23049608 35084741
100932767 35101206
24320347 35113529
77499492 35113529
7857188 35113529
70321377 35113529
43348674 35139251
68587122 35139251
97930814 35139251
42563881 35139251
106664349 35139251
36361604 35145736
31723508 35168376
67344329 35174371
3311299 35184163
83837411 35193550
43724826 35214452
34796114 35252558
55243576 35252558
1573212 35257741
7492413 35263324
8005878 35268475
50287973 35276042
69444037 35276607
26116113 35276607
28991714 35292263
22994215 35307322
83763016 35307322
50737401 35314739
102662417 35354545
111044103 35354545
80907173 35363877
83124201 35372476
103217595 35372476
64973575 35372476
29473241 35396767
28163964 35404069
51227634 35404069
105500939 35421891
32024277 35421891
27816662 35421891
54045960 35425371
65430875 35425371
61020175 35425371
101513297 35442965
14017958 35444710
12594954 35449056
100879829 35449056
99097511 35466714
44769777 35500695
17643032 35500695
42755490 35500695
85632549 35500695
52424436 35501449
115501351 35501449
6180015 35502417
25185375 35502417
93339355 35502417
36543066 35502417
25514383 35507476
57105819 35516476
100807031 35525424
12685710 35528806
77948665 35528806
33253969 35542639
15445380 35570732
3000044 35570732
97967736 35577440
49416941 35594944
57120180 35594944
49707505 35594944
102968362 35604245
79810875 35604245
20161303 35610812
79768042 35616739
79549956 35625272
73144118 35630745
112831205 35633559
17034785 35667269
87909813 35672132
77651278 35680718
80722973 35688721
92513242 35699026
12766157 35700714
38911320 35705621
84185679 35705621
56004370 35718248
11019201 35718248
64088374 35718689
94787805 35720085
57083501 35720085
42347625 35720085
21872028 35725264
85891753 35730683
690848 35753582
99749218 35753582
41503790 35753582
67488774 35763674
4508737 35763674
8190150 35763674
46279094 35776613
36351395 35776613
52430087 35787412
77630400 35789549
76630290 35789549
99879768 35801789
32153693 35801789
66619793 35801789
47319703 35801789
8659349 35801789
55171009 35802584
76883204 35828488
6287754 35833720
63225572 35833720
17443707 35833720
91412209 35861444
7828545 35861444
46011155 35861444
73566294 35861444
3989807 35861444
62441368 35861444
63141598 35861444
20034910 35878963
59660722 35878963
3711011 35885426
24369761 35887380
59831178 35887380
14448852 35887663
56155062 35897027
69476999 35897027
85618560 35912338
88444256 35912338
95880303 35928730
86698360 35934324
69273736 35962146
22334491 35964665
96693835 35964665
81840827 35971297
25306820 35977930
57565097 35977930
61349668 35977930
42053679 35977930
112041179 35977930
24753773 36006255
34106371 36006255
13870375 36009016
55749248 36010496
63048260 36010496
38531091 36010876
1866649 36011573
115148835 36011573
40243081 36011573
11354320 36030739
39052441 36030739
53504100 36030739
81853908 36030739
40866764 36030739
14834755 36040217
93968402 36040217
28898485 36040217
103366442 36047480
86346876 36054358
7874477 36054358
38719258 36054358
50244811 36059070
27900665 36059729
24796583 36060517
83005748 36065012
89798142 36067861
56177948 36069764
109495802 36070214
86525870 36091957
65594271 36094287
34308682 36094287
20055601 36094287
100288471 36094287
102418911 36096176
99278258 36107959
47212026 36107959
12943631 36145899
90795714 36145899
57920509 36152636
115485171 36195405
109256335 36195405
69262652 36195405
81538022 36195405
36327096 36195405
24584953 36195405
109301680 36195405
57130457 36213073
40330319 36215860
53602476 36224365
113926977 36226039
36481083 36236979
81575625 36237738
33360297 36237738
95178913 36237738
46966342 36241438
80026477 36245410
78302801 36253562
13163718 36269883
109834430 36269883
36886301 36271457
3503035 36275269
94259580 36275269
84645032 36297299
16085081 36299956
66580341 36300126
19063687 36300126
40444985 36313444
30177634 36313444
67745599 36313444
109890889 36313444
54362366 36316097
56589009 36335391
12481945 36342541
32972733 36342541
106232595 36342541
65327770 36354888
97260624 36358840
62972850 36381795
25758141 36390881
81048087 36408623
31302866 36423739
5229190 36423739
65331725 36473484
41111961 36473484
79669597 36473484
50365301 36482027
47471766 36487795
43060553 36487795
78626008 36507491
503502 36523952
27571540 36532962
42020070 36532962
22098012 36532962
1460954 36532962
66751584 36557118
110414202 36557118
100547288 36557118
48034864 36571462
50104523 36571462
4357641 36572562
63800225 36572562
11850572 36574990
103498278 36574990
12141505 36631838
53757454 36635014
40806390 36635014
82678452 36635014
61224849 36638539
42723088 36643423
97500556 36643423
78872087 36666461
63445443 36693331
62085459 36693331
6178490 36700593
31037991 36721835
98846724 36732537
75944566 36732537
10376583 36732537
16683013 36766013
103527011 36766013
73186846 36766013
42413731 36771414
95083078 36774162
8937205 36774162
49307232 36774162
61890167 36774162
18847646 36774162
105275538 36777104
10509113 36777104
65786109 36777104
50191201 36780024
57738252 36794296
54476351 36798557
26996851 36818241
56348334 36819669
85505195 36819669
88649924 36821114
61058890 36827336
102304985 36830826
66770248 36830826
36159152 36834299
42170080 36851842
5380138 36851842
80689995 36860015
23340995 36866959
85801771 36866959
67968827 36906709
50301103 36916803
3315890 36921803
38823420 36921803
16432926 36921803
41776193 36921803
82262518 36923274
75783256 36923274
16492271 36923274
109172201 36936892
40883726 36936892
16747893 36943858
93545046 36944015
105907819 36944015
71828792 36958873
65838370 36958873
75652496 36962558
19066100 36962558
94536167 36969224
84910352 36969224
18806326 36973024
12018847 36982436
66909406 36984795
14085711 36986889
21480509 36990479
17073215 36990479
113721709 36990479
32075532 36990479
98406317 36990479
59723838 36990479
112569640 36991822
53273615 36991822
63702247 36991822
3964837 36991822
75075022 36991822
101274674 36991822
111111235 36992218
106147993 36997510
24004780 36997510
53914263 36999272
114980556 37000142
64924368 37000142
19153798 37000142
62812451 37003068
13009090 37003068
89011338 37058337
114700261 37063249
81333147 37083260
55299668 37109294
21623775 37109294
27625766 37111799
102315621 37111799
83044694 37111799
98627488 37128050
8193800 37130244
44716974 37150628
89866933 37150628
111103940 37150628
55055042 37175875
30772538 37180293
110661408 37180293
64803089 37180293
101458756 37180293
96387030 37204759
85229858 37204759
104060934 37245972
34732342 37260281
38436211 37262914
6976116 37270200
4799496 37270200
93968134 37270200
103713432 37279171
35371164 37279171
15636363 37290968
40410924 37290968
38455142 37296808
93290349 37296808
31732607 37298113
17524216 37298113
78208559 37299310
60064070 37299310
53669902 37299310
50358220 37299310
59145610 37302517
37161880 37322081
71752602 37329583
85563058 37329583
115640108 37333638
115845869 37357035
52891401 37364677
111057546 37376583
10107460 37376583
78204753 37376583
53402867 37386305
51036143 37386962
42215556 37386962
113752039 37386962
111723958 37386962
7192714 37400190
23701865 37400190
2236322 37400190
35122992 37400190
19095307 37400190
6013640 37433645
38602955 37438556
71230488 37449316
11904563 37466917
9994373 37469641
25047463 37469641
66800867 37477282
42191155 37477282
74807179 37477762
59238885 37477762
7279409 37477762
38725769 37482049
78765644 37487584
61442737 37489339
84369587 37505582
80545479 37505582
92374982 37507630
48458913 37507630
25418497 37509082
87380444 37509082
24784159 37510666
102476157 37512910
42722375 37525686
87137251 37526382
8536354 37531425
48645151 37537568
106092486 37537568
103956974 37542626
14036364 37542626
68927330 37553621
99051834 37557459
115356201 37577098
24437372 37577765
5888101 37577765
80505291 37577765
27367587 37596430
100393203 37596430
22788087 37596430
27407420 37596430
33612688 37596430
41816873 37596430
102672460 37601833
100074266 37602046
75594181 37602046
2503775 37602046
49272645 37616491
115811715 37616491
38077271 37616491
47785787 37640643
76513017 37642095
35728578 37642095
103081474 37642095
324129 37647040
114215480 37647040
80732957 37668151
53072640 37668151
72992897 37668151
6323852 37675017
83717341 37677524
7118357 37678459
90997834 37736403
16657236 37736403
104918980 37736586
40673870 37740541
94202509 37740541
37303623 37741915
107192292 37741915
63914570 37751054
96061218 37751054
87645327 37751054
102077073 37763410
64663625 37763410
100162190 37763410
42330218 37763410
90076849 37769251
6094992 37775547
96434450 37775547
29502931 37775547
3484325 37823209
27894619 37827189
9868021 37858389
102604666 37865479
78443421 37870957
99824896 37870957
102451351 37874016
47682311 37940568
98045331 37940568
16559008 37940568
81767750 37950696
108226558 37950696
49200020 37965613
6344902 37965613
48191143 37965613
32133133 37965613
102165553 37965613
10112891 37965613
65476120 37965613
112343151 37965613
2588173 37974299
106049123 37974299
447641 37974299
389449 37974299
101614158 37974299
8248254 37974678
77389550 37974678
18298588 37987299
103590037 37999751
79154419 37999751
101836973 38000441
2779502 38004741
75144215 38004741
41753854 38046277
113603028 38058141
114342978 38058141
389472 38058141
49756514 38058141
90341433 38066309
85692351 38074540
102596427 38074540
109763288 38074540
61886405 38074540
9317560 38079634
22370884 38081136
20744602 38082763
57429508 38082763
94173497 38084108
23902122 38084108
33906794 38097733
60964361 38108416
9168666 38128108
32440212 38128108
20306382 38143364
98694081 38143364
93568236 38143364
6247856 38179804
108721575 38212240
115450631 38212240
22239485 38219173
113881092 38219410
42731692 38225778
45296627 38225778
90211917 38229359
54393471 38229359
21159017 38237176
85949461 38237176
104423642 38256260
16038 38302549
50493675 38310185
98521596 38310185
34296496 38310185
41140808 38314215
30115775 38314215
60716278 38342946
81957775 38343569
101961323 38388710
77450376 38401600
107637303 38401600
79923677 38405740
109819151 38405740
54096068 38405740
39282634 38405740
64873340 38410663
44350606 38414466
27042348 38414466
59954920 38414466
82740697 38414466
114263893 38414466
9844782 38421342
111691889 38424226
56116064 38424226
72532506 38433099
114875238 38463407
44227813 38463407
7343585 38464013
54619376 38470722
57732413 38475046
88835211 38475046
61106949 38476533
60048778 38488617
106791241 38512817
22143448 38512817
80414857 38512817
114327409 38518182
25326234 38518182
40561196 38518182
32159591 38518182
56009026 38518182
39319937 38519007
82940787 38519007
99467258 38525213
97578266 38539768
29081810 38581870
64247442 38597631
98091141 38606215
52380578 38618311
54423935 38618311
4066246 38631939
72507672 38633625
76624423 38650535
47029807 38666793
111278480 38666793
67765251 38668687
6154146 38672895
83468392 38673665
92402300 38673665
90513152 38676773
84508094 38696018
43769576 38706848
20925580 38712473
102205918 38712473
105869301 38760651
41558137 38775836
12204104 38775836
61111644 38793293
109465614 38808521
37705243 38815621
40809055 38815621
105211037 38815720
36525201 38815720
12210656 38815720
48718922 38815720
88786959 38832778
35743419 38842638
43602632 38842638
46726311 38842638
76990470 38846696
62444781 38846696
83580888 38867178
42359604 38867178
89567598 38867178
93699468 38867178
57149075 38867178
26619320 38886096
67049954 38886096
35594759 38887884
91567580 38895103
113751651 38895103
28702969 38895103
54627707 38895103
22295979 38896889
59652241 38943686
78319688 38943686
55502972 38952079
28626778 38955236
24406744 38967489
57694444 38967489
13971073 38967489
9071069 38967489
59463933 38967489
63607281 38987830
21621128 38991785
80246156 38991785
60920974 38991785
22570751 38993201
14986347 38993511
71212329 38999445
39791368 39000249
9340824 39000249
74583679 39000249
15971129 39001989
77547194 39001989
67120543 39001989
55203605 39011848
49690288 39011848
39788024 39017295
66454520 39017295
81790989 39026305
56613413 39026305
81231983 39026305
95524766 39032593
69188752 39032593
86220580 39032593
115376630 39036485
10535090 39036485
57496933 39041362
72408363 39067893
90453395 39067893
59006560 39083862
38093380 39083862
61176515 39083862
6292522 39087286
102943097 39087286
95884256 39087685
53900618 39087685
52860591 39087685
8187771 39087685
42369947 39087685
103280031 39101088
14266729 39101088
24032374 39101088
76649279 39101088
59139270 39101088
69722176 39101088
14810402 39114706
22149864 39115978
91424406 39121951
40139258 39122486
53436342 39122486
110016278 39122486
25358094 39126055
44651789 39128447
45030303 39128447
95395941 39132530
65595229 39144238
56654223 39149967
112095914 39182151
21021619 39194255
64233677 39195699
112725175 39195699
100592938 39195699
13688708 39195699
92307400 39195699
7971369 39203374
45795217 39204634
77772305 39204677
84201129 39212924
73304437 39214233
67672547 39218810
105096559 39240455
79027093 39249066
112639765 39249066
25355135 39281697
10542203 39286388
21678606 39286388
24263447 39286388
16164533 39286388
2180499 39286388
65988000 39292439
102932531 39296113
19181006 39308045
52786776 39308045
9582023 39320108
82186595 39320704
16763986 39325934
90904954 39325934
113750919 39325934
26376989 39338511
28433302 39339092
54257196 39339092
15178560 39341471
18765023 39341471
36304693 39341471
106793998 39347792
59430464 39348662
10641305 39348662
46741937 39351869
71368103 39354184
96926736 39354184
4451543 39366241
44503052 39396464
11108670 39429931
106919382 39431161
74187433 39435770
111686852 39437304
89874564 39442124
46041097 39442778
17916884 39442778
54860922 39442778
17902105 39442778
12038038 39446342
52113472 39446342
76445727 39446342
76360551 39446342
87424752 39460534
112901750 39462557
65365020 39462557
113148039 39465084
31680968 39469380
44148558 39481123
2861175 39481333
23922702 39481333
12278405 39481333
52811707 39484957
1624664 39484957
79328696 39484957
19235176 39484957
21444424 39490854
109519938 39516066
7974375 39516066
86823903 39516066
37745976 39545457
85189230 39553661
5343077 39591337
29674290 39591337
100557949 39591337
80183655 39616336
9130284 39618828
33407219 39631457
22203402 39644469
57647273 39644469
18621866 39644772
8399377 39644772
83904135 39644772
9921068 39647769
96416308 39647819
78294167 39648513
111896072 39648665
81140653 39653212
32342661 39662111
26121888 39667604
55478507 39667604
18257733 39667604
43162614 39667604
113690877 39667604
64011197 39670305
73807953 39672511
99429407 39682225
61678263 39683758
18706097 39683758
104045613 39683758
40228836 39684040
72427586 39684040
42884144 39684181
114722929 39690860
80542316 39690860
64286827 39690860
61976219 39690860
24087585 39690860
37881238 39691719
112439241 39695847
60928598 39704764
94816183 39705685
68249868 39705685
10087716 39707304
12116180 39713418
59272982 39715490
15870630 39715490
63286340 39715490
98425808 39715995
73185901 39720186
65447576 39722316
27641153 39738407
43002952 39738407
111937806 39738407
25221990 39738407
10471537 39762140
94295104 39772030
79529904 39802410
1772230 39804609
94977960 39806781
23188278 39810537
97775161 39810537
75517341 39810537
31436166 39824738
35437794 39831200
7146513 39831200
15844666 39834243
14622289 39834243
21507679 39834243
56155657 39834243
67284675 39834243
4231837 39834243
100174584 39834243
70330942 39844917
96057726 39844917
37790667 39852787
101860224 39852787
96002715 39862208
37125587 39862208
106216007 39862208
54805145 39862322
32209519 39865402
86914271 39865402
113879167 39865402
39832819 39866630
76213332 39887265
17792942 39938482
94952621 39938482
50057075 39939327
32903930 39942553
16854782 39954130
49218108 39960907
8642109 39965555
24865049 39965555
33200607 39972515
6290880 39981827
75668878 39981827
31272864 39981827
12697511 39981827
75300848 39998240
104368603 39998240
109519002 40003121
28503470 40013139
112100424 40013139
113642224 40019028
94215839 40019028
81229908 40019028
34006969 40030755
38596645 40031308
91249227 40031451
93423798 40076341
41094040 40078550
82916415 40083877
94343087 40086540
104304862 40087604
55961312 40088905
16972259 40096471
74009105 40098377
45446053 40101149
60897016 40101149
97559302 40118025
65581980 40118025
56403848 40120903
73934165 40120903
100998086 40132879
56797343 40155121
73350308 40155121
82966860 40169505
91386894 40169505
41621012 40173614
112838098 40173614
32577858 40173614
103237718 40185180
50926654 40185180
115498706 40185180
57896067 40185180
55816101 40185180
86677767 40185180
7797761 40185997
22379603 40185997
44867688 40194148
39667528 40194148
99582892 40196634
34089426 40207859
33738250 40207859
89016023 40207859
5181328 40243661
63030885 40244485
47092619 40244485
19434989 40248772
34798695 40252078
12256889 40252078
65230257 40252078
101641252 40254445
28256403 40254564
47866249 40257863
55796871 40257863
16356697 40257863
17153622 40281038
31057291 40288309
23277409 40288309
48801498 40288309
98694132 40288309
39172526 40289957
108105116 40294497
38561933 40296591
24338811 40302241
73967908 40319376
4675937 40320207
101596223 40320207
20601811 40320207
70528655 40321213
94466404 40327203
59860196 40342085
58638063 40342085
111550872 40356900
41719440 40358890
90682918 40369395
49054832 40369395
30022934 40369395
18153055 40369395
65167155 40387339
23405330 40387339
50080191 40387339
93101992 40417775
9541162 40417775
57891105 40417775
33843529 40438860
72002056 40443699
115762630 40443699
113168668 40443699
30609469 40443699
68539988 40456754
22633569 40456754
79792226 40477219
112323165 40477219
114885275 40477219
100009094 40477219
45400622 40477219
101278976 40513843
8621498 40513843
62191945 40516178
32055120 40524257
40285197 40524257
85101613 40524257
88632275 40544790
92078162 40546713
44504698 40546713
6298181 40546713
88196304 40551623
52942341 40555282
24883828 40555282
49651999 40555282
20398569 40556716
79108065 40556924
61077753 40556924
16963297 40578151
65943009 40589606
104226980 40589606
57347418 40589606
54945361 40589606
53822812 40609541
84269835 40626546
23491585 40626546
47769085 40626546
83694645 40626546
87258702 40626546
77391956 40626546
18373581 40635407
80124861 40636276
82263015 40647942
4521940 40647942
104672189 40647942
89634471 40647942
9065772 40665746
89606057 40669113
114959597 40669498
21118571 40669498
52572218 40669498
110776682 40673852
82014573 40676665
91048911 40685525
100455353 40691080
36149717 40699023
107374715 40699023
17455788 40712449
87365298 40712449
22557705 40717412
8681064 40717412
114074349 40722652
69646663 40755535
64554182 40755535
14103290 40765103
115537626 40765103
47200532 40765103
11653288 40765103
29449338 40778828
19781786 40789022
80970425 40791632
75104418 40793038
54844532 40807741
41915211 40807741
76256980 40810284
106659464 40813133
48045258 40813133
99173817 40831542
7374907 40831542
44807864 40831542
83334291 40831542
16228376 40860410
19317697 40860410
21381887 40865337
38001817 40869967
11796724 40869967
2043750 40869967
72747224 40869967
60660866 40875440
75623334 40894686
33386472 40894686
109439308 40894686
14308357 40920787
70830522 40920787
108821460 40933113
32754677 40933113
93520029 40933113
5716187 40938170
58557558 40975243
50480824 40975243
26110900 40975243
13877312 40975243
38273281 41015857
29843784 41022553
76577704 41029399
97416188 41029399
77634628 41029399
70562432 41039799
107824543 41039799
10624813 41039799
6541915 41045858
91070038 41061129
38030477 41073126
70406365 41074221
111318406 41075911
74912884 41113269
88328652 41113269
96139867 41113269
79275481 41113269
18015398 41113269
95479700 41162821
21378734 41187825
70688800 41219199
58200824 41228173
78768575 41235690
18449347 41243666
5627405 41259415
42590930 41266107
19853279 41270802
63928724 41275703
24212293 41275703
13433192 41294217
66579647 41294217
103489634 41299259
56536994 41301599
65394975 41301700
29709854 41303870
80019367 41304068
9264670 41304068
112675955 41304068
55051518 41312218
9026041 41313157
41362090 41316670
40508771 41316670
11484737 41318247
52979374 41324596
36666208 41324596
82998177 41333011
107549883 41341295
65021467 41341295
5363615 41341295
72698905 41357147
114354626 41357147
114445431 41357147
39600883 41357147
2458917 41362964
24933799 41369536
330862 41372513
96694704 41387025
19397305 41387025
40086024 41387025
104881024 41399766
100398685 41399766
51933272 41420685
46472042 41420685
99484318 41422514
53248216 41422514
57127306 41424663
49539016 41424663
42189597 41424663
46010398 41429477
18797697 41429477
103353476 41444930
5415511 41444930
8316021 41459262
66795577 41461138
53794314 41462900
63319507 41468811
43745562 41468811
74578127 41484952
109267422 41491976
101121926 41510824
89413334 41510824
114955141 41510824
77961137 41518815
19575639 41518815
23752432 41527572
33896663 41534979
26904088 41534979
114931563 41555943
73972553 41555943
70386739 41563604
21804189 41563604
105811861 41591165
93211317 41591165
23297304 41591165
81070113 41598710
6875309 41598710
109398190 41598710
24538772 41598710
45984113 41598710
28606337 41610089
94682544 41620497
74993634 41621156
4333278 41621320
92426342 41621320
60061990 41621320
47187250 41624057
64335060 41652765
92927272 41652765
17749804 41670852
11147016 41670852
21975354 41678726
95327919 41678726
96312329 41678726
36192868 41678726
89626191 41700276
99880710 41703186
93354121 41706729
59656357 41712249
59516768 41712249
90339804 41719304
109071309 41752653
66497873 41752653
25642106 41765993
26873393 41797832
13066069 41801667
4780713 41801667
38922257 41801667
14675856 41804307
17720155 41804307
52059897 41804307
33678720 41804307
52506811 41809136
115329805 41823795
65724604 41823795
101642933 41823795
34439917 41823795
99850644 41824379
101635598 41857008
90494315 41857084
91820454 41857084
91578352 41864703
16902005 41869771
79417756 41869771
112444656 41869771
41750132 41869771
48493092 41883624
60656586 41901491
4312039 41918757
13696125 41924683
102317527 41925083
30851719 41931499
82944395 41940973
102749757 41942271
5956948 41942271
14858018 41954371
44989516 41954371
100387472 41954371
74404940 41954371
64529965 41954371
3295813 41962539
36316745 41963971
49867477 42007485
91768069 42007485
60936421 42021608
89518775 42021608
18975349 42044741
30583723 42044741
91035119 42044741
31448300 42051138
60023567 42051138
88560423 42051138
85592114 42051138
43794468 42051228
20711074 42071241
17173386 42087733
24152250 42110146
8143996 42110146
2496871 42168779
23308321 42171911
108729822 42179724
88519061 42179724
112990576 42199554
65852174 42202817
46809718 42213118
33465140 42213118
49311594 42256010
52000981 42265151
98386536 42265151
55734677 42282697
44033021 42284652
48584783 42284652
69496592 42284652
59905767 42284652
25869144 42286703
37016885 42297979
649507 42297979
83923096 42297979
13397048 42297979
112512532 42341637
39472574 42341637
108117441 42367185
5621678 42377707
66817234 42377707
65909050 42377707
82096445 42377707
54322657 42384623
70672619 42384623
4576169 42391563
47826148 42391563
93019593 42391563
111547753 42391563
19968732 42391563
84750813 42391563
112541598 42391563
101407173 42396534
66563690 42396534
66355422 42401096
105170152 42401096
111333990 42401096
58602139 42412826
74083687 42412826
99521780 42412826
17329765 42412826
31569774 42412826
26362936 42412826
53489377 42419452
19025261 42424179
55636655 42424179
69317676 42424179
48366805 42424179
27951446 42424681
20790215 42424681
114859558 42450808
29544378 42459542
71256210 42459542
601832 42474965
63962990 42474965
345874 42492863
112342136 42495889
27439178 42508655
1940162 42508655
30555404 42519722
65855804 42526335
113814889 42530580
109399809 42530580
7003464 42535002
8576577 42535002
107730754 42554746
66180410 42554746
35949682 42565835
31229705 42565835
91907981 42601815
12641191 42604503
67635913 42608541
7141937 42608541
108237955 42608541
97564733 42626150
11185339 42626150
92599006 42626150
93942109 42626150
81112982 42626150
5222484 42626150
57527693 42626150
103614335 42647604
5698468 42647604
77766735 42647604
49828710 42647604
97632005 42665705
21153421 42665705
74652090 42665705
92578574 42665705
6200929 42665705
8383395 42665705
83000928 42668663
91226083 42668663
9356209 42668663
65759517 42688980
58013164 42689214
41146121 42689214
35469801 42689214
52258636 42694935
101468394 42694935
23483248 42698279
102096065 42713293
6325101 42729283
90924652 42729283
58051477 42733880
84132314 42739863
1920112 42739863
35487646 42739863
31435351 42739863
106913647 42787818
99597850 42805167
89009769 42805167
90888396 42810634
106333895 42810634
105981133 42814972
2981002 42814972
14186694 42818230
347586 42820208
12578542 42820208
25169889 42827282
85162333 42844319
57572151 42852925
77289533 42855021
74170910 42855021
107286272 42855021
72824142 42859225
110425366 42863516
83843530 42876427
79112560 42883701
16392734 42883701
30480845 42883701
20100272 42883701
75593709 42883701
2007376 42883701
7380067 42894609
29090765 42897795
15762898 42902745
102764793 42902745
88419045 42945452
69927628 42962597
45701079 42965188
73521747 42973944
34059450 42981531
83339341 42981531
79326372 42992014
109922539 42993498
65274300 42993498
56296884 42993498
33129517 42999166
39809651 43047110
43633195 43047110
108134557 43055240
52951396 43057798
11290402 43057798
84229304 43057798
78879939 43061261
105025759 43061261
101267935 43096285
77095067 43102739
115737795 43129038
30152585 43129038
23549579 43129038
76343623 43129038
36819101 43129038
73511420 43131264
33388297 43131264
558298 43132034
45440448 43132034
104586152 43155854
45626120 43157938
85207044 43157938
67457059 43161095
61400146 43172711
72667643 43172711
111093013 43183049
86132962 43192316
6023 43192316
92980793 43201663
92410990 43201663
91628767 43201663
28976474 43201840
67506497 43201840
70251006 43205310
107375189 43205310
50771560 43205542
99562624 43224543
11803693 43230174
84779484 43247644
100165922 43247755
113970512 43247755
40018439 43247755
82329428 43247755
89390317 43251371
80137539 43251371
